"V1","V2"
2.37354618925767,3.18364332422208
2.16437138758995,4.59528080213779
3.32950777181536,2.17953161588198
3.48742905242849,3.73832470512922
3.57578135165349,2.69461161284364
4.51178116845085,3.38984323641143
2.3787594194582,0.7853001128225
4.12493091814311,2.95506639098477
2.98380973690105,3.9438362106853
3.82122119509809,3.59390132121751
3.91897737160822,3.78213630073107
3.07456498336519,1.01064830413663
3.61982574789471,2.943871260471
2.84420449329467,1.52924761610073
2.52184994489138,3.4179415601997
4.35867955152904,2.897212272657
3.38767161155937,2.94619495941709
1.62294044317139,2.58500543670032
2.60571004628965,2.94068660328881
4.10002537198388,3.76317574845754
2.83547640374641,2.74663831986349
3.69696337540474,3.55666319867366
2.31124430545048,2.29250484303788
3.36458196213683,3.76853292451542
2.88765378784977,3.88110772645421
3.39810588036707,2.38797360674923
3.34111969142442,1.87063690391921
4.43302370170104,4.98039989850586
2.63277852353349,1.95586537368347
3.56971962744241,2.86494539611918
5.40161776050478,2.96075999726683
3.68973936245078,3.02800215878067
2.25672679111759,3.18879229951434
1.19504137110896,4.46555486156289
3.1532533382119,5.17261167036215
3.47550952889966,2.29005356907819
3.61072635348906,2.06590236835575
1.7463665997609,3.29144623551746
2.55670812678157,3.00110535163162
3.07434132415166,2.41047905381193
2.4313312671815,2.86482138487617
4.1780869965732,1.47643319957024
3.59394618762842,3.33295037121352
4.06309983727636,2.6958160763657
3.37001880991629,3.26709879077223
2.45747996900835,4.20786780598317
4.16040261569495,3.700213649515
4.58683345454085,3.5584864255653
1.72340779154196,2.42673458576311
1.77538738510164,2.52659936356069
2.37963332277588,3.04211587314424
2.08907835144755,3.15802877240407
2.34541535608118,4.76728726937265
3.71670747601721,3.91017422949523
3.38418535782634,4.68217608051942
2.36426354605102,2.53835526963943
4.43228223854166,2.34930364668963
2.79261925639803,2.60719207055802
2.68000713145149,2.72088669702344
3.49418833126783,2.82266951773039
2.49404253788574,4.34303882517041
2.78542059145313,2.82044346995661
2.89980925878644,3.71266630705141
2.92643559587367,2.96236582853295
2.31833952124434,2.67572972775368
3.06016044043452,2.41110551374034
3.53149619263257,1.48160591821321
3.30655786078977,1.46355017646241
2.69902387316339,2.47172009555499
2.347905219319,2.94310322215261
1.08564057431999,4.17658331201856
1.335027563788,2.53646959852761
1.88407989495715,2.24918099880655
5.08716654562835,3.01739561969325
1.71369946956567,1.35939446558142
3.45018710127266,2.98144016728536
2.68193162545616,2.0706378525463
1.51253968985852,1.92480770338432
4.00002880371391,2.37873330520318
1.61557315261551,4.86929062242358
3.42510037737245,2.76135289908697
4.05848304870902,3.88642265137494
2.38075695176885,5.20610246454047
2.74497296985898,1.57550534978719
2.85560039804578,3.20753833923234
5.30797839905936,3.10580236789371
3.45699880542341,2.92284706464347
2.66599915763346,2.96527397168872
3.78763960563016,5.07524500865228
4.02739243876377,4.2079083983867
1.76867657844196,3.98389557005338
3.21992480366065,1.53274997090776
3.52102274264814,2.84124539528398
4.4645873119698,2.23391800039534
2.56978824607145,2.07389050262256
2.82289603856346,3.40201177948634
2.26825182688039,3.83037316798167
1.79191721369554,1.95201558719226
4.44115770684428,1.98415253469535
3.41197471231752,2.61892394889108
5.40940183965093,9.68887328620405
6.58658843344197,7.66909219931723
2.71476446470753,10.4976615898342
5.66706616676549,8.5413273359637
4.98660047685409,8.51010842295293
4.83562416823033,8.42069464325451
4.59975325602236,6.62979212245254
5.98783826745488,9.51974502549955
4.69125943077439,6.74671024439231
5.64224130567782,7.95529086310602
3.26678159317516,8.00213185968027
4.36969966607185,7.65903142013959
3.84342763736415,9.80314190791747
4.66886796360878,6.39448658774692
5.19719343873948,8.26317564640547
4.01417329959071,5.11107932832046
4.35951829743489,8.57050763592049
4.94027672395739,7.90182125599477
5.56082072862012,6.81354136142053
6.09677704427424,7.99465597172183
5.70731066739808,9.03410773473746
5.2234804149153,7.12129238713398
6.16296455596733,5.99983505521452
4.45520925999828,7.74432929084301
4.83387896323499,9.02046390878411
5.13622189310278,8.40716760342384
4.9303451869871,7.75233565838067
5.69555080661964,9.1462283572158
2.59690378510813,8.57273955524584
5.37472440677865,7.57473227844392
5.95101280757682,7.61076281828162
4.71566933820043,8.8574097780798
6.7196272991206,8.27005490093723
4.57781599021236,6.81088670514042
4.66896702112099,7.06017067348998
4.74106741688122,8.39437916822157
4.14814290797614,10.6491668810949
5.15601167566508,9.13020726745494
2.71087602015989,8.74100115719544
3.68375483954844,8.91980367760914
5.39813015545196,7.59247142073023
6.32425863017727,7.29876833075308
4.41938569575946,6.99892781897458
4.33182139324661,8.94518495337308
5.43370214954516,9.00515921767704
4.60988133594632,8.37637029177465
5.24416492448649,6.57374265761746
6.77842928747545,8.13444766093368
5.76559899915786,8.95513667690898
4.94943429855773,7.69418458023303
5.89367370242551,6.9527018509387
6.97133738622415,7.61636789371164
6.65414530227499,9.51221269395063
5.08296573358591,8.5672209148515
3.97545152046554,8.32300650302244
6.04361245835618,8.0990784868972
4.54586309084564,7.34421814754956
4.96407757737749,9.0691614606768
4.51602506969872,7.87898988867256
3.70585999617916,8.49431283601486
6.30790152011415,9.49704100940278
5.81470273089736,6.13021120979739
5.48202950412376,8.4561356033012
4.64659971417009,8.17048947094798
4.1359640458731,8.67923077401566
4.6728989853469,6.43091781485605
4.63254924382952,9.36443492906985
4.66571863526884,8.7327500422091
5.94658564019779,8.00439870432637
4.64767769445015,7.4703044908665
5.7395892255748,6.93654258451719
5.2462108435364,7.71050063343569
2.73511064351206,6.59114954392681
5.91601932879257,7.8087210494648
5.80328321613365,9.8874744633086
6.47388118110914,8.677268492313
5.37996268656674,7.80720157354267
6.5778917949044,8.59623410931845
3.82642305912864,7.84435746510968
3.08109017973016,7.80474115388936
2.40767233005401,9.31400216719805
4.36445699896786,7.57002116130581
4.83068166769804,8.61221817398913
5.6783401772227,8.56795197247167
4.42745739607387,6.63670874372166
4.6112777556621,8.27791413245054
4.17691887842798,7.93115906552154
3.8323376738702,7.99169098578439
5.1288554015974,7.854124371539
4.83608904326393,9.76355200278492
5.76258651241832,9.11143108073063
4.07679304717017,8.16434183842796
6.15482518709727,7.94347857547351
2.87063935176535,8.34484576209946
3.09504455441447,7.18882984685978
6.3240043212996,8.61563684930267
6.09166895553536,8.30660486151363
4.88984123751714,7.07568722687272
6.59291375371919,8.04501059812188
4.28487159933212,8.86522309971714
9.0744409582779,4.89565477419858
7.39700269639491,2.60913217927686
7.58377796846981,2.62434257717961
7.63336905429764,2.70432254729911
9.44182041019987,2.30246170808696
7.61183249407864,3.65253645217152
9.12477244653513,2.22788919697607
7.49191378386171,3.52362059049802
9.01775422653797,2.74883541191202
6.57000655261139,4.70912103210088
9.43506957231162,2.28962885415012
7.93493242634442,1.24053126463407
8.5697229718191,4.61234679820178
6.36271935289528,2.22043148679825
7.35882306624944,2.31886860642884
5.96671440438205,3.50096355924791
6.46820186003426,2.97500236072174
8.59298472102529,2.80180457851536
8.89200839247353,2.97428492908185
7.35233954941434,3.64635941503464
7.56616725997041,4.7726111849785
7.98174028883699,3.85281499360053
8.20516290324403,-0.00804859892048082
6.63388806867102,2.57589773985519
8.23680366374556,0.65727687964104
8.96169663338071,2.39557426614556
7.24712272063709,1.44438840745575
6.54610626199894,3.05633183605441
8.50936940667389,0.902117040215701
6.99563802055067,3.53577172225259
7.54696291535008,5.16536850181726
9.2457466727481,3.5954980340696
8.00488444953819,3.27936078205526
7.29409387473237,3.62801715295725
9.4802139600857,4.08342991008328
7.18675574333591,1.38112315077641
7.89034430051176,3.44088937091698
9.3509939798086,1.68139051546644
8.36438459260745,3.23349983508852
9.19395526125905,2.97209002787042
7.64270114549575,1.85318586388163
7.48257951640638,2.63787622742173
10.3505543257891,5.44653137569996
7.83329672051572,1.95633256093811
6.02706506592533,3.51467163343803
6.90942641626514,5.28465932554436
7.11438242734204,3.11110642974572
11.8102766807107,1.89109000205675
8.30756662442145,1.89310552777484
8.34765364882196,2.12673546493796
8.07730312273692,2.70313135784338
6.81675775956733,3.0112926884239
8.99160103605937,4.59396745390374
6.62728872907083,2.75038906695768
9.15942452685555,1.8857776521564
5.47149931114961,2.06409744148669
7.03276054206443,3.0474885923278
7.59626320650197,3.23149612824463
7.57762759207325,3.3741183946953
7.63399422500298,4.19010144652106
7.26267247474277,3.29066664543927
7.11515043171554,3.20800647887083
7.95226982752147,1.31547935386141
7.85577344338105,4.18021366550265
8.68139992319951,3.14324763088755
6.80768355628708,4.16922865278909
8.07920170894537,2.54822624723132
9.64202821280077,2.23040767840048
8.30336096075785,4.28173742118351
8.60222279517043,2.69297773546316
7.58158189657736,3.35513553004608
8.51348111459956,3.01860740032874
9.31844897225668,2.93416800016185
7.2997039216823,3.53732613152134
5.79821767764608,3.39197374379841
8.49696095242372,2.7751252845701
6.88285683466812,2.60500539668612
9.54983034223631,2.25648552020133
5.66828788227043,3.81224544220921
7.49868934279865,2.48911343404764
6.78463595884499,2.97744137165278
8.70123930042971,2.4125179744102
7.39327205858121,4.09664021500029
7.7524903229197,2.84009828667675
7.37422174926493,3.90043463560024
7.00580637073377,3.84925038588036
8.80570228897644,2.53239906400878
8.84842031372334,3.98676986359602
8.57562028851936,5.02484204541817
6.03764680877496,1.83507906936241
6.62348078626917,3.16767993446977
9.58462907915972,4.67788895297625
8.48829669839496,3.87867326256032
7.85512512597012,3.46897176007421
8.37623547712948,2.23895972494352
7.70670506624914,2.86515873559248
9.39384581617302,1.96301131030171
5.88566485219634,3.7682782182044
7.18383937924651,2.56389307683943
8.90470503128281,2.23691373545168
